Input Term,Best Match,URI,Similarity Score
II III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4922
II III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4655
II&III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4827
II+III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4777
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
(III),D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.3684
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III?,hypural 3,http://purl.obolibrary.org/obo/UBERON_2001562,0.4462
II- III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4677
II- III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4477
II-III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4677
II-III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4477
II. & III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.3931
II. (III),meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.3765
II. (III).,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.3634
II. (III.),D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.3560
II. - III.,D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.4520
II. III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4179
II. III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4064
II.(III.),D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.3560
II.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.3549
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
II.--III,D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.4530
II.-III.,D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.4520
II.III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4179
II; III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.3905
III & II,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4752
III&II,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4752
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III-II,D-tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32774,0.4511
III. II,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4418
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
II.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.3549
(I) II,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4722
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
(I),complex,http://purl.obolibrary.org/obo/PATO_0001504,0.3814
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
(I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4189
II) III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4073
I (II) III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.5236
I + II,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.5434
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
I - II - III,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5306
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
(II),tyrosinate(2-),http://purl.obolibrary.org/obo/CHEBI_32785,0.3762
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
& III,premolar 3,http://purl.obolibrary.org/obo/UBERON_7500056,0.4078
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III.,multiple,http://purl.obolibrary.org/obo/PATO_0002118,0.4192
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
I-II-III,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5306
I-II-III.,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.5305
I. II. III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4745
I.,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4713
II. & III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4175
I.II.III.,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4745
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
IIII,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.5502
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III. Destructive aecial stage.,2 endoreduplication stage,http://purl.obolibrary.org/obo/PO_0007058,0.5652
I,well,http://purl.obolibrary.org/obo/ENVO_00000026,0.4871
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III. This is the Uredinial and Telial,ural centrum 3,http://purl.obolibrary.org/obo/UBERON_2002160,0.5148
II; III scarce,necessity of occurrent,http://purl.obolibrary.org/obo/PATO_0001637,0.4485
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III & X,X bone,http://purl.obolibrary.org/obo/UBERON_4300090,0.4681
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
& X,X bone,http://purl.obolibrary.org/obo/UBERON_4300090,0.5084
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
X,X bone,http://purl.obolibrary.org/obo/UBERON_4300090,0.5773
III (on Stipa) I (on Sidalcea),stomatal complex,http://purl.obolibrary.org/obo/PO_0002000,0.5114
III Teleuto,Teleostei,http://purl.obolibrary.org/obo/NCBITaxon_32443,0.6501
III Teleutospores,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.7634
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
Teleutospores,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.8663
III. Teleutospores,teliospore,http://purl.obolibrary.org/obo/FAO_0000022,0.7906
III Telia.,Teleostei,http://purl.obolibrary.org/obo/NCBITaxon_32443,0.7159
III Telial,telson,http://purl.obolibrary.org/obo/BTO_0001353,0.6535
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
IV,ion,http://purl.obolibrary.org/obo/CHEBI_24870,0.5483
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
X,X bone,http://purl.obolibrary.org/obo/UBERON_4300090,0.5773
II or III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4653
II Perfect,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.4540
II prim.,primiparous,http://purl.obolibrary.org/obo/PATO_0002371,0.5133
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
II Systemic,systemic artery,http://purl.obolibrary.org/obo/UBERON_0004573,0.5647
(II und) III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.3829
II und III,Meriones unguiculatus,http://purl.obolibrary.org/obo/NCBITaxon_10047,0.3904
II Uredo,uredospore,http://purl.obolibrary.org/obo/BTO_0001417,0.7739
II. Uredo,uredospore,http://purl.obolibrary.org/obo/BTO_0001417,0.7713
II Uredo,uredospore,http://purl.obolibrary.org/obo/BTO_0001417,0.7739
I Teleuto,Teleostei,http://purl.obolibrary.org/obo/NCBITaxon_32443,0.6893
I. IV.,I-cell,http://purl.obolibrary.org/obo/BTO_0000616,0.4400
II. With some III.,hypural 3,http://purl.obolibrary.org/obo/UBERON_2001562,0.3719
Iix,complex,http://purl.obolibrary.org/obo/PATO_0001504,0.5222
II-X,variant,http://purl.obolibrary.org/obo/PATO_0001227,0.4166
ii,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
x,X bone,http://purl.obolibrary.org/obo/UBERON_4300090,0.5773
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
ii X III,meiosis II,http://purl.obolibrary.org/obo/GO_0007135,0.4615
II - X - III,integrin alpha-X,http://purl.obolibrary.org/obo/PR_000001013,0.4146
II,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4242
X,X bone,http://purl.obolibrary.org/obo/UBERON_4300090,0.5773
III,active,http://purl.obolibrary.org/obo/PATO_0002354,0.4640
II-X-III,integrin alpha-X,http://purl.obolibrary.org/obo/PR_000001013,0.4146
Im.,arene,http://purl.obolibrary.org/obo/CHEBI_33658,0.4473
imago,imago,http://purl.obolibrary.org/obo/BTO_0001512,1.0000
Imago,imago,http://purl.obolibrary.org/obo/BTO_0001512,1.0000
imm,imago,http://purl.obolibrary.org/obo/BTO_0001512,0.5126
Imm,imago,http://purl.obolibrary.org/obo/BTO_0001512,0.5126
; immature,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.8564
immature,immature,http://purl.obolibrary.org/obo/PATO_0001501,1.0000
Immature,immature,http://purl.obolibrary.org/obo/PATO_0001501,1.0000
immature; adult,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.8499
immature adult; immature adult,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.8056
Immature,immature,http://purl.obolibrary.org/obo/PATO_0001501,1.0000
Adult(s),adult,http://purl.obolibrary.org/obo/BTO_0001043,0.8790
Immature and Mature,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.8651
Immature forms only,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.7030
Immature fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.7636
immature; immature,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.9365
immature; mature,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.8908
(immature,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.7877
no perithecia),perithecium,http://purl.obolibrary.org/obo/FAO_0001036,0.7078
; immature; ovigerous,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.7063
immature perithecia,sexually immature stage,http://purl.obolibrary.org/obo/UBERON_0000112,0.6309
immature pycnidia,pycnocline,http://purl.obolibrary.org/obo/ENVO_01000259,0.5675
immatures,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.8741
Immatures,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.8741
immature stages,sexually immature stage,http://purl.obolibrary.org/obo/UBERON_0000112,0.8746
Immature stage(s),sexually immature stage,http://purl.obolibrary.org/obo/UBERON_0000112,0.8937
Immature stages,sexually immature stage,http://purl.obolibrary.org/obo/UBERON_0000112,0.8746
Immature Stages,sexually immature stage,http://purl.obolibrary.org/obo/UBERON_0000112,0.8746
immature stages,sexually immature stage,http://purl.obolibrary.org/obo/UBERON_0000112,0.8746
including the undescribed larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7944
I Monilia stage,veliger stage,http://purl.obolibrary.org/obo/UBERON_0014863,0.5770
I Monilinia stage,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.5502
imperfect,quality,http://purl.obolibrary.org/obo/BFO_0000019,0.5081
inactive,inactive,http://purl.obolibrary.org/obo/PATO_0002355,1.0000
in bud,plant bud,http://purl.obolibrary.org/obo/BTO_0000158,0.6436
In bud,plant bud,http://purl.obolibrary.org/obo/BTO_0000158,0.6436
In Bud,plant bud,http://purl.obolibrary.org/obo/BTO_0000158,0.6436
I. n. comb.,comb,http://purl.obolibrary.org/obo/UBERON_0012176,0.8390
in flower,flower,http://purl.obolibrary.org/obo/PO_0009046,0.7849
In flower,flower,http://purl.obolibrary.org/obo/PO_0009046,0.7849
I. & O.,oospore,http://purl.obolibrary.org/obo/FAO_0000039,0.3480
I (on Arabis),arable,http://purl.obolibrary.org/obo/ENVO_01001184,0.6944
II+III (on Stipa),stomatal complex,http://purl.obolibrary.org/obo/PO_0002000,0.5496
I on Sidalcea; III on Stipa,stipule,http://purl.obolibrary.org/obo/PO_0020041,0.5605
I (on twigs) and III (on leaves),leaf mesophyll,http://purl.obolibrary.org/obo/PO_0005645,0.5317
IV,ion,http://purl.obolibrary.org/obo/CHEBI_24870,0.5483
juv.,Mel Ju cell,http://purl.obolibrary.org/obo/BTO_0001673,0.4987
adults,adult,http://purl.obolibrary.org/obo/BTO_0001043,0.8342
Juvenil,Mel Ju cell,http://purl.obolibrary.org/obo/BTO_0001673,0.5133
; juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.8733
;; juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.7368
juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,1.0000
juvenile;;,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.8733
Juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,1.0000
juvenile; adult,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.9127
Juvenile | Adult,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.8922
juvenile juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.9619
juvenile; juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.9578
juvenile; juvenile; juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.8792
juvenile; juvenile; ovigerous,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.8232
;; juvenile; larvae V,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6598
juveniles,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.8717
Juveniles,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.8717
Juvenile | sub-adult | Adult,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.7757
Juvenile | subadult | Adult,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.7307
Juvenile | subadults | Adults,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.6967
juvenile unsexed,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.7265
juvenile; yearling,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,0.7507
known nymph,nymph,http://purl.obolibrary.org/obo/BTO_0000954,0.8120
L,L-tyrosinate(1-),http://purl.obolibrary.org/obo/CHEBI_32760,0.5964
L-1,L-tyrosinate(1-),http://purl.obolibrary.org/obo/CHEBI_32760,0.6947
L3 Larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7143
Lactating,lactation,http://purl.obolibrary.org/obo/GO_0007595,0.8328
larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
Larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
larva; adult,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8404
larva;adult,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8404
Larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
Adult,adult,http://purl.obolibrary.org/obo/BTO_0001043,1.0000
larva & adults,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8255
larva and adult,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8379
larva and adults,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8339
larva and case,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8464
larva and egg,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7799
Larva and premetamorphs,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7762
larva and pupae,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8181
larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
Larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
larvae; adult,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.6992
Larvae & adult,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.6877
larvae & adults,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6496
larvae and adult,adult organism,http://purl.obolibrary.org/obo/UBERON_0007023,0.6829
larvae and adults,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6631
larvae and cases,larval integument,http://purl.obolibrary.org/obo/BTO_0000708,0.7187
Larvae and metamorph,metamorphosis,http://purl.obolibrary.org/obo/GO_0007552,0.7175
Larvae and metamorphs,insect metatarsus,http://purl.obolibrary.org/obo/UBERON_6004648,0.7089
Larvae and Nymph,nematode larva,http://purl.obolibrary.org/obo/UBERON_0009850,0.6030
larvae and nymphs,nematode larva,http://purl.obolibrary.org/obo/UBERON_0009850,0.6127
Larvae and nymphs,nematode larva,http://purl.obolibrary.org/obo/UBERON_0009850,0.6127
Larvae and premetamorph,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6633
Larvae and premetamorphs,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6668
larvae and pupa,instar larval or pupal development,http://purl.obolibrary.org/obo/GO_0002165,0.7170
larvae and pupae,instar larval or pupal development,http://purl.obolibrary.org/obo/GO_0002165,0.7238
larvae; eggs,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.7040
Larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
exuvia,exudate,http://purl.obolibrary.org/obo/UBERON_0007780,0.6049
Larvae(Metacercaria),metacercaria,http://purl.obolibrary.org/obo/UBERON_0018385,0.7237
Larvae & Nymph,nematode larva,http://purl.obolibrary.org/obo/UBERON_0009850,0.5861
Larvae & nymphs,nematode larva,http://purl.obolibrary.org/obo/UBERON_0009850,0.6062
Larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
Nymphs,nymph,http://purl.obolibrary.org/obo/BTO_0000954,0.8749
Larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
premetamorph,premonocyte,http://purl.obolibrary.org/obo/BTO_0004657,0.6655
Larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
Pupa,pupa,http://purl.obolibrary.org/obo/UBERON_0003143,1.0000
larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
pupae,pupa,http://purl.obolibrary.org/obo/UBERON_0003143,0.8544
larvae,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7761
pupae,pupa,http://purl.obolibrary.org/obo/UBERON_0003143,0.8544
larvae reared to adults,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6670
larvae; young adults,larval development,http://purl.obolibrary.org/obo/GO_0002164,0.6896
larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
juvenile,juvenile,http://purl.obolibrary.org/obo/PATO_0001190,1.0000
larval,larval,http://purl.obolibrary.org/obo/PATO_0001185,1.0000
Larval,larval,http://purl.obolibrary.org/obo/PATO_0001185,1.0000
larva; larva; nymph,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8387
larva;larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.9595
nymph,nymph,http://purl.obolibrary.org/obo/BTO_0000954,1.0000
larval case?,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7676
Larval Case,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.8359
Larval cases,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.8413
Larval Cases,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.8413
Larval & Egg,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.8102
Larval Egg,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.8171
Larval & Pupa,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7787
Larval Pupa,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.8158
larval,larval,http://purl.obolibrary.org/obo/PATO_0001185,1.0000
pupal,pupal,http://purl.obolibrary.org/obo/PATO_0001187,1.0000
larval skin,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.8096
larval skins,larval,http://purl.obolibrary.org/obo/PATO_0001185,0.7517
larva; mature,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8539
larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
nymph,nymph,http://purl.obolibrary.org/obo/BTO_0000954,1.0000
larva; nymph,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8328
larva;nymph,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8328
larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
nymph;larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.7899
Larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
premetamorph,premonocyte,http://purl.obolibrary.org/obo/BTO_0004657,0.6655
larva,larva,http://purl.obolibrary.org/obo/UBERON_0002548,1.0000
pupa,pupa,http://purl.obolibrary.org/obo/UBERON_0003143,1.0000
larva; pupa,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.8412
Larvas,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.9360
1° instar,temperature,http://purl.obolibrary.org/obo/PATO_0000146,0.5091
Larvas,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.9360
2° instar,second instar larva,http://purl.obolibrary.org/obo/UBERON_0018382,0.5221
Larvas,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.9360
3° instar,temperature,http://purl.obolibrary.org/obo/PATO_0000146,0.4852
Larvas,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.9360
4° instar,fourth instar larva stage,http://purl.obolibrary.org/obo/UBERON_8000003,0.4941
Larvas,larva,http://purl.obolibrary.org/obo/UBERON_0002548,0.9360
5° instar,temperature,http://purl.obolibrary.org/obo/PATO_0000146,0.5067
larve,lahar,http://purl.obolibrary.org/obo/ENVO_01000699,0.6311
larv.,lahar,http://purl.obolibrary.org/obo/ENVO_01000699,0.5883
pupae,pupa,http://purl.obolibrary.org/obo/UBERON_0003143,0.8544
last instar larva,second instar larva,http://purl.obolibrary.org/obo/UBERON_0018382,0.8861
Later stage,late adult stage,http://purl.obolibrary.org/obo/UBERON_0007222,0.7470
Leaf,leaf,http://purl.obolibrary.org/obo/PO_0025034,1.0000
Leaf Mine,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.7540
leafmines,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.6586
leaves,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.8455
leaves,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.8455
blades,blade-like,http://purl.obolibrary.org/obo/PATO_0002235,0.7474
life,alive,http://purl.obolibrary.org/obo/PATO_0001421,0.6175
lifee,gamete,http://purl.obolibrary.org/obo/CL_0000300,0.5476
male,male,http://purl.obolibrary.org/obo/PATO_0000384,1.0000
Male Flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.6756
mamogametocyte,gametocyte,http://purl.obolibrary.org/obo/BTO_0000996,0.7399
marita,Batis maritima,http://purl.obolibrary.org/obo/NCBITaxon_4436,0.6374
marsupidium,marsupium,http://purl.obolibrary.org/obo/UBERON_0009118,0.8341
mature,mature,http://purl.obolibrary.org/obo/PATO_0001701,1.0000
Mature,mature,http://purl.obolibrary.org/obo/PATO_0001701,1.0000
mature asci and spores,ascospore in free ascus,http://purl.obolibrary.org/obo/FAO_0000016,0.5968
Mature fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,0.7930
mature; immature,mature,http://purl.obolibrary.org/obo/PATO_0001701,0.8795
mature;immature,mature,http://purl.obolibrary.org/obo/PATO_0001701,0.8795
mature perithecia,perithecium,http://purl.obolibrary.org/obo/FAO_0001036,0.6492
mature Proglottids,proglottid,http://purl.obolibrary.org/obo/BTO_0006330,0.7474
mature spores,fungus form,http://purl.obolibrary.org/obo/BTO_0002261,0.6192
megalopa,megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859,0.7940
mesocercaria,mesocarp,http://purl.obolibrary.org/obo/PO_0009087,0.7629
mesocercariae,mesocarp,http://purl.obolibrary.org/obo/PO_0009087,0.7070
metacercaria,metacercaria,http://purl.obolibrary.org/obo/UBERON_0018385,1.0000
Metacercaria,metacercaria,http://purl.obolibrary.org/obo/UBERON_0018385,1.0000
metacercariae,metacercaria,http://purl.obolibrary.org/obo/BTO_0003927,0.8471
Metacercariae,metacercaria,http://purl.obolibrary.org/obo/BTO_0003927,0.8471
metacestode,metacestode,http://purl.obolibrary.org/obo/UBERON_0018379,1.0000
Metacestode,metacestode,http://purl.obolibrary.org/obo/UBERON_0018379,1.0000
metamorph,metanephros,http://purl.obolibrary.org/obo/UBERON_0000081,0.7089
Metamorph,metanephros,http://purl.obolibrary.org/obo/UBERON_0000081,0.7089
Metamorphs,metamorphosis,http://purl.obolibrary.org/obo/GO_0007552,0.7466
Microcercous sporocysts,mucous cell,http://purl.obolibrary.org/obo/BTO_0003689,0.6340
microfilaria,microspore,http://purl.obolibrary.org/obo/PO_0020048,0.7052
Microfilaria,microspore,http://purl.obolibrary.org/obo/PO_0020048,0.7052
microfilariae,microsporangium,http://purl.obolibrary.org/obo/PO_0025202,0.7372
middle stage,mature stage,http://purl.obolibrary.org/obo/BTO_0005743,0.7263
miracidium,miracidium,http://purl.obolibrary.org/obo/BTO_0005869,1.0000
Mixed,mixed,http://purl.obolibrary.org/obo/PATO_0002122,1.0000
mostly adults,adult,http://purl.obolibrary.org/obo/BTO_0001043,0.6885
occasionly nymphs,nymph,http://purl.obolibrary.org/obo/BTO_0000954,0.7269
mostly immature,immature,http://purl.obolibrary.org/obo/PATO_0001501,0.8022
Mostly Nymphs + 2 Adults,nymph,http://purl.obolibrary.org/obo/BTO_0000954,0.5787
Mostly stromata,stroma,http://purl.obolibrary.org/obo/UBERON_0003891,0.7497
Mostly Stromata,stroma,http://purl.obolibrary.org/obo/UBERON_0003891,0.7497
mostly Uredo,uredospore,http://purl.obolibrary.org/obo/BTO_0001417,0.7503
Mostly uredospores.,uredospore,http://purl.obolibrary.org/obo/BTO_0001417,0.7399
Mostly Uredospores,uredospore,http://purl.obolibrary.org/obo/BTO_0001417,0.7623
motile,motile cilium,http://purl.obolibrary.org/obo/GO_0031514,0.7745
Multiple developmental stages present.,developmental process,http://purl.obolibrary.org/obo/GO_0032502,0.7377
naiad,fishpond,http://purl.obolibrary.org/obo/ENVO_00000056,0.4647
n.a.,N-acylammonia,http://purl.obolibrary.org/obo/CHEBI_83628,0.4957
others,other source,http://purl.obolibrary.org/obo/BTO_0001490,0.5076
nauplius I; nauplius II; nauplius III; nauplius IV; nauplius,nauplius,http://purl.obolibrary.org/obo/BTO_0000915,0.6495
nauplius I; nauplius II; nauplius III; nauplius IV; nauplius V; nauplius VI,nauplius,http://purl.obolibrary.org/obo/BTO_0000915,0.5511
Neascus larvae,nematode larva,http://purl.obolibrary.org/obo/UBERON_0009850,0.7891
neonate,neonate,http://purl.obolibrary.org/obo/BTO_0001762,1.0000
neotenic_adult,neointima,http://purl.obolibrary.org/obo/BTO_0003359,0.6676
nest,nest of bird,http://purl.obolibrary.org/obo/ENVO_00005805,0.8018
Nest,nest of bird,http://purl.obolibrary.org/obo/ENVO_00005805,0.8018
