Input Term,Best Match,URI,Similarity Score
cranial mesenteric artery,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,0.8717
cranial sinuses,frontal sinus,http://purl.obolibrary.org/obo/UBERON_0001760,0.7531
cranial sinuses,frontal sinus,http://purl.obolibrary.org/obo/UBERON_0001760,0.7531
nerves,nerve,http://purl.obolibrary.org/obo/UBERON_0001021,0.9011
brain,brain,http://purl.obolibrary.org/obo/UBERON_0000955,1.0000
cranium,cranium,http://purl.obolibrary.org/obo/UBERON_0003128,1.0000
crop,crop,http://purl.obolibrary.org/obo/UBERON_0007356,1.0000
crop,crop,http://purl.obolibrary.org/obo/UBERON_0007356,1.0000
ceca,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.7337
crop,crop,http://purl.obolibrary.org/obo/UBERON_0007356,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
crop,crop,http://purl.obolibrary.org/obo/UBERON_0007356,1.0000
gizzard,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,1.0000
crop lining,crop,http://purl.obolibrary.org/obo/UBERON_0007356,0.7577
crop,crop,http://purl.obolibrary.org/obo/UBERON_0007356,1.0000
proventriculus,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,1.0000
crop wall (encysted),crop,http://purl.obolibrary.org/obo/UBERON_0007356,0.6622
cyst,chalazal cyst,http://purl.obolibrary.org/obo/PO_0000201,0.6869
cystic duct,cystic duct,http://purl.obolibrary.org/obo/UBERON_0001152,1.0000
cystic pockets,cystic,http://purl.obolibrary.org/obo/PATO_0001673,0.7033
cyst of stomach wall,abdominal wall,http://purl.obolibrary.org/obo/UBERON_0003697,0.6650
cysts,chalazal cyst,http://purl.obolibrary.org/obo/PO_0000201,0.6547
cysts in body cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,0.5907
cysts in flesh,skin of abdomen,http://purl.obolibrary.org/obo/UBERON_0001416,0.5678
cysts in intestine,epithelium of small intestine,http://purl.obolibrary.org/obo/UBERON_0001902,0.6717
cysts in lower intestine,epithelium of small intestine,http://purl.obolibrary.org/obo/UBERON_0001902,0.6552
dermal & subcutaneous tiss.,cutaneous elastic tissue,http://purl.obolibrary.org/obo/UBERON_0003967,0.6191
dermis,dermis,http://purl.obolibrary.org/obo/UBERON_0002067,1.0000
descend. colon,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,0.8366
descending colon,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,1.0000
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,1.0000
diaphragmatic lung,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,0.8082
diaphragmatic peritoneum,diaphragmaticus muscle,http://purl.obolibrary.org/obo/UBERON_0036071,0.7540
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,1.0000
body wall,body wall,http://purl.obolibrary.org/obo/UBERON_0000309,1.0000
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,1.0000
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,1.0000
lymph node,lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,1.0000
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,1.0000
live,alive,http://purl.obolibrary.org/obo/PATO_0001421,0.6608
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,1.0000
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,1.0000
muscle,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8059
diaphragm muscles,diaphragmaticus muscle,http://purl.obolibrary.org/obo/UBERON_0036071,0.9283
digestive galnd,digestion,http://purl.obolibrary.org/obo/GO_0007586,0.6947
digestive gland,gland of digestive tract,http://purl.obolibrary.org/obo/UBERON_0003408,0.9476
digestive gland (cyst),gland of digestive tract,http://purl.obolibrary.org/obo/UBERON_0003408,0.7682
digestive gland cyst,gland of digestive tract,http://purl.obolibrary.org/obo/UBERON_0003408,0.7288
digestive system,digestive system,http://purl.obolibrary.org/obo/UBERON_0001007,1.0000
DigestiveSystem,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,0.8205
digestive tract,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,1.0000
digits,digit,http://purl.obolibrary.org/obo/UBERON_0002544,0.9487
disc,imaginal disc,http://purl.obolibrary.org/obo/UBERON_0000939,0.7901
distal gill filaments,gill filament,http://purl.obolibrary.org/obo/UBERON_0009120,0.8581
distal portion gill filament,gill filament,http://purl.obolibrary.org/obo/UBERON_0009120,0.8371
dog's drinking water,drinking water,http://purl.obolibrary.org/obo/ENVO_00003064,0.6493
dome of liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,0.6535
dorsal aorta,dorsal aorta,http://purl.obolibrary.org/obo/UBERON_0005805,1.0000
dorsal aorta (aneurism),dorsal aorta,http://purl.obolibrary.org/obo/UBERON_0005805,0.8354
dorsal blood vessel,dorsal vessel heart,http://purl.obolibrary.org/obo/UBERON_0015230,0.8611
dorsal colon,dorsal pouch,http://purl.obolibrary.org/obo/UBERON_3000999,0.7409
dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/UBERON_0003097,1.0000
dorsal mesenteries,dorsal mesentery,http://purl.obolibrary.org/obo/UBERON_0002296,0.9052
dorsal muscle,dorsal erector muscle,http://purl.obolibrary.org/obo/UBERON_2000500,0.8301
dorsal muscles,dorsal erector muscle,http://purl.obolibrary.org/obo/UBERON_2000500,0.7961
dorsal musculature,dorsal fin musculature,http://purl.obolibrary.org/obo/UBERON_2000648,0.8275
dorsal,dorsal to,http://purl.obolibrary.org/obo/PATO_0001233,0.9223
pectoral fins,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,0.8598
body,body of stomach,http://purl.obolibrary.org/obo/UBERON_0001161,0.7105
dorsal side,splayed dorsal,http://purl.obolibrary.org/obo/PATO_0002151,0.7741
dorsal skeletal muscle,dorsal erector muscle,http://purl.obolibrary.org/obo/UBERON_2000500,0.7750
dorsal skeletal muscles,dorsal erector muscle,http://purl.obolibrary.org/obo/UBERON_2000500,0.7467
dorsal skin,dorsal skin texture,http://purl.obolibrary.org/obo/UBERON_3010006,0.8725
dorsal surface,dorsal folds,http://purl.obolibrary.org/obo/UBERON_3000991,0.8214
dorsal surface of disk,dorsal surface of penis,http://purl.obolibrary.org/obo/UBERON_0034928,0.7564
dorsal & ventral colon,dorsal-ventral axis,http://purl.obolibrary.org/obo/BSPO_0000016,0.7328
dorsum dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/UBERON_0003097,0.8264
dorsum,dorsum,http://purl.obolibrary.org/obo/UBERON_0001137,1.0000
post 1st dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/UBERON_0003097,0.8507
double colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,0.8074
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,1.0000
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,1.0000
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
bile ducts,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,0.9558
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
cecum,cecum mucosa,http://purl.obolibrary.org/obo/UBERON_0000314,0.7603
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
duodenum cysts,duodenal epithelium,http://purl.obolibrary.org/obo/UBERON_0008346,0.7473
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
diverticula,digestive tract diverticulum,http://purl.obolibrary.org/obo/UBERON_0009854,0.7901
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
ilieum,interneuron,http://purl.obolibrary.org/obo/CL_0000099,0.5580
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
jejunum,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,1.0000
duodenum mucosa,duodenal mucosa,http://purl.obolibrary.org/obo/UBERON_0000320,0.9763
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
sm intstine,smegma,http://purl.obolibrary.org/obo/UBERON_0003670,0.6176
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,1.0000
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
duodenum wall,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,0.8218
dura mater,dura mater,http://purl.obolibrary.org/obo/UBERON_0002363,1.0000
ear,ear,http://purl.obolibrary.org/obo/UBERON_0001690,1.0000
ear cavity,ear,http://purl.obolibrary.org/obo/UBERON_0001690,0.7589
ear drum,ear,http://purl.obolibrary.org/obo/UBERON_0001690,0.7631
ear drum lesion,ear sessile spikelet,http://purl.obolibrary.org/obo/PO_0006349,0.6359
ear (external,external ear,http://purl.obolibrary.org/obo/UBERON_0001691,0.9354
pinnae),pinna,http://purl.obolibrary.org/obo/UBERON_0001757,0.7097
ear,ear,http://purl.obolibrary.org/obo/UBERON_0001690,1.0000
inner,inner mental barbel,http://purl.obolibrary.org/obo/UBERON_2001969,0.6213
ear passage,ear,http://purl.obolibrary.org/obo/UBERON_0001690,0.7846
ears,ear,http://purl.obolibrary.org/obo/UBERON_0001690,0.9404
shoulders,shoulder,http://purl.obolibrary.org/obo/UBERON_0001467,0.8753
ectoparasite,ectochordal,http://purl.obolibrary.org/obo/UBERON_3000718,0.6570
edge of disk,edge shape,http://purl.obolibrary.org/obo/PATO_0002267,0.6643
egg,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7787
egg-bearing pleopods lobsters,crustacean post-larval stage,http://purl.obolibrary.org/obo/UBERON_0014858,0.5281
egg capsule,egg capsule,http://purl.obolibrary.org/obo/UBERON_3010636,1.0000
egg in mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.7280
eggs,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.7630
egg sac,yolk sac,http://purl.obolibrary.org/obo/UBERON_0001040,0.7901
swim bladder,swim bladder,http://purl.obolibrary.org/obo/UBERON_0006860,1.0000
eggs in colon wall,egg chamber,http://purl.obolibrary.org/obo/UBERON_0003199,0.5999
mesen. vein,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.8698
egg white of egg,egg yolk,http://purl.obolibrary.org/obo/UBERON_0007378,0.6639
el esporangio,Elaeis,http://purl.obolibrary.org/obo/NCBITaxon_51952,0.6672
el fruto,Elaeis,http://purl.obolibrary.org/obo/NCBITaxon_51952,0.5534
el néctar,nectary,http://purl.obolibrary.org/obo/PO_0009035,0.7253
el polen,pole,http://purl.obolibrary.org/obo/ENVO_01000498,0.6936
el pulmón,pulvinus,http://purl.obolibrary.org/obo/PO_0009000,0.5853
el sistema digestivo,digestive system element,http://purl.obolibrary.org/obo/UBERON_0013765,0.5567
el tallo,Elaeis,http://purl.obolibrary.org/obo/NCBITaxon_51952,0.5548
embedded in flesh,fleshy,http://purl.obolibrary.org/obo/PATO_0002351,0.6183
embryo,embryo,http://purl.obolibrary.org/obo/UBERON_0000922,1.0000
emesis from stomach,mesentery of stomach,http://purl.obolibrary.org/obo/UBERON_0003281,0.6132
encapsulated under body skin,skin secretion,http://purl.obolibrary.org/obo/UBERON_0006535,0.6097
encapsulated under skin & fin,outer fin tissue,http://purl.obolibrary.org/obo/UBERON_3010380,0.5916
encysted,enal,http://purl.obolibrary.org/obo/CHEBI_51688,0.6561
encysted gill fillaments,internal gill,http://purl.obolibrary.org/obo/UBERON_0008892,0.7408
encysted in gills,internal gill,http://purl.obolibrary.org/obo/UBERON_0008892,0.6461
encysted in muscle,interscutular muscle,http://purl.obolibrary.org/obo/UBERON_0010951,0.6639
encysted inner gill arch,pharyngeal arch derived gill,http://purl.obolibrary.org/obo/UBERON_0011150,0.7855
encysted outer gill arch,pharyngeal arch derived gill,http://purl.obolibrary.org/obo/UBERON_0011150,0.7540
encysted outside stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,0.5741
encysted skin,skin sebocyte,http://purl.obolibrary.org/obo/CL_0002140,0.6544
endocardium heart atrium,endocardium of atrium,http://purl.obolibrary.org/obo/UBERON_0002166,0.9670
vent,vent,http://purl.obolibrary.org/obo/UBERON_2000298,1.0000
endoscopic aspiration,helobial endosperm,http://purl.obolibrary.org/obo/PO_0006017,0.5842
ENVO:00002040 bark,bark,http://purl.obolibrary.org/obo/PO_0004518,0.5735
ENVO:00002040 trunk,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,0.6063
ENVO:00002040 WOOD,wood,http://purl.obolibrary.org/obo/ENVO_00002040,0.5353
ENVO:01000355 trunk,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,0.5486
ENVO:01000355 vegetation layer,vegetation layer,http://purl.obolibrary.org/obo/ENVO_01000355,0.6648
ENVO:01000417 house,house,http://purl.obolibrary.org/obo/ENVO_01000417,0.4485
ENVO:01000417 skin,manual digit skin,http://purl.obolibrary.org/obo/UBERON_0003533,0.4563
ENVO:01000417 small intestine,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,0.7217
ENVO:01000417 trunk,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,0.5551
epidermis,skin epidermis,http://purl.obolibrary.org/obo/UBERON_0001003,0.9476
epidermis,skin epidermis,http://purl.obolibrary.org/obo/UBERON_0001003,0.9476
body cavity,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,0.8467
epidermis,skin epidermis,http://purl.obolibrary.org/obo/UBERON_0001003,0.9476
dermis,dermis,http://purl.obolibrary.org/obo/UBERON_0002067,1.0000
subdermal,subdermal,http://purl.obolibrary.org/obo/PATO_0002438,1.0000
epiglottis,epiglottis,http://purl.obolibrary.org/obo/UBERON_0000388,1.0000
epithelia,epithelium,http://purl.obolibrary.org/obo/UBERON_0000483,0.7675
conn. tissue,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,0.7690
epithelium,epithelium,http://purl.obolibrary.org/obo/UBERON_0000483,1.0000
epithelium of nasal passages,nasal cavity epithelium,http://purl.obolibrary.org/obo/UBERON_0005384,0.9345
epithelium,epithelium,http://purl.obolibrary.org/obo/UBERON_0000483,1.0000
oronasopharynx,nasopharynx,http://purl.obolibrary.org/obo/UBERON_0001728,0.7058
epixial musc,Eptatretus,http://purl.obolibrary.org/obo/NCBITaxon_7763,0.6455
gills,gill,http://purl.obolibrary.org/obo/UBERON_0002535,0.7139
erthrocytes in circulating blo,B cell homeostasis,http://purl.obolibrary.org/obo/GO_0001782,0.6138
erythrocyte,erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,1.0000
erythrocyte cytoplasm,erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,0.7762
erythrocytes,erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,0.9082
erythrocytes (human),erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,0.8732
erythrocytes-peripheral blood,erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,0.8078
escaped nares,pair of nares,http://purl.obolibrary.org/obo/UBERON_0002109,0.6237
esophageal,esophageal process,http://purl.obolibrary.org/obo/UBERON_3000678,0.8906
aortic tumors,aortic body,http://purl.obolibrary.org/obo/UBERON_0034971,0.7157
esophageal cysts,esophagus squamous epithelium,http://purl.obolibrary.org/obo/UBERON_0006920,0.6876
esophageal lining,esophageal process,http://purl.obolibrary.org/obo/UBERON_3000678,0.7909
esophageal lumen,lumen of esophagus,http://purl.obolibrary.org/obo/UBERON_0011566,0.8722
esophageal mucosa,esophagus mucosa,http://purl.obolibrary.org/obo/UBERON_0002469,0.9177
esophageal muscle,esophagus muscle,http://purl.obolibrary.org/obo/UBERON_0003832,0.9001
esophageal muscles,esophagus muscle,http://purl.obolibrary.org/obo/UBERON_0003832,0.8651
esophageal nodules,esophageal process,http://purl.obolibrary.org/obo/UBERON_3000678,0.7197
esophageal serosa,serosa of esophagus,http://purl.obolibrary.org/obo/UBERON_0001975,0.8724
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
esophageal tumor,esophageal process,http://purl.obolibrary.org/obo/UBERON_3000678,0.7218
esophageal wall,wall of esophagus,http://purl.obolibrary.org/obo/UBERON_0001096,0.8699
esophageal wall,wall of esophagus,http://purl.obolibrary.org/obo/UBERON_0001096,0.8699
chest cav.,chest,http://purl.obolibrary.org/obo/UBERON_0001443,0.6876
esophageal wall cyst,esophagus squamous epithelium,http://purl.obolibrary.org/obo/UBERON_0006920,0.6344
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
esophagus and mouth,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.8545
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
aorta,aorta,http://purl.obolibrary.org/obo/UBERON_0000947,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
base of tongue,surface of tongue,http://purl.obolibrary.org/obo/UBERON_0007367,0.7555
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
crop,crop,http://purl.obolibrary.org/obo/UBERON_0007356,1.0000
esophagus (encysted),esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.8804
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
gizzard,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,1.0000
sm intest,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6778
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
heart,heart,http://purl.obolibrary.org/obo/UBERON_0000948,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
nasal passage,nasal cavity,http://purl.obolibrary.org/obo/UBERON_0001707,0.8050
esophagus (nodules),esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.8204
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
proventriculus,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
proventriculus,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
rumen,rumen,http://purl.obolibrary.org/obo/UBERON_0007365,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
sm & lg intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6734
esophagus & stomach,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.8626
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
,right,http://purl.obolibrary.org/obo/PATO_0000367,0.5217
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
lg intes.,integument,http://purl.obolibrary.org/obo/UBERON_0002199,0.5238
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
sm int,smegma,http://purl.obolibrary.org/obo/UBERON_0003670,0.5779
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
stomach wall,wall of stomach,http://purl.obolibrary.org/obo/UBERON_0001167,0.9772
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
stom & sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6455
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
larynx,larynx,http://purl.obolibrary.org/obo/UBERON_0001737,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
esophagus (tumor),esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.8250
esophagus tumors,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.8122
esophagus wall,wall of esophagus,http://purl.obolibrary.org/obo/UBERON_0001096,0.9776
esophagus - washings,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.7675
esoph,Elopomorpha,http://purl.obolibrary.org/obo/NCBITaxon_32521,0.6330
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
esop,esker,http://purl.obolibrary.org/obo/ENVO_00000282,0.6197
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
esop,esker,http://purl.obolibrary.org/obo/ENVO_00000282,0.6197
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
rectum,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,1.0000
esop,esker,http://purl.obolibrary.org/obo/ENVO_00000282,0.6197
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
esop. stomach,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.7114
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
esternal,ester,http://purl.obolibrary.org/obo/CHEBI_35701,0.6786
eustachian tube,ischial tuberosity,http://purl.obolibrary.org/obo/UBERON_0034983,0.7660
eustachian tubes,ischial tuberosity,http://purl.obolibrary.org/obo/UBERON_0034983,0.7363
excretory bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,0.7752
ureters,ureter,http://purl.obolibrary.org/obo/UBERON_0000056,0.9309
exogenous bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,0.7268
expanding bag,tote bag,http://purl.obolibrary.org/obo/ENVO_03501293,0.6075
expelled from mouth,ditch mouth,http://purl.obolibrary.org/obo/ENVO_00000518,0.6787
exterior,exterior wall,http://purl.obolibrary.org/obo/ENVO_01000469,0.7167
external,external to,http://purl.obolibrary.org/obo/PATO_0002483,0.8779
external- sides,external angle,http://purl.obolibrary.org/obo/PATO_0002025,0.6132
external surface,surface layer,http://purl.obolibrary.org/obo/ENVO_00010504,0.6696
external surface,surface layer,http://purl.obolibrary.org/obo/ENVO_00010504,0.6696
gills,gill,http://purl.obolibrary.org/obo/UBERON_0002535,0.7139
external to larynx & trachea,laryngo-tracheal chamber,http://purl.obolibrary.org/obo/UBERON_3010613,0.7322
extracellular symbiont chamber of dinoflagellates,Dinophyceae,http://purl.obolibrary.org/obo/NCBITaxon_2864,0.5939
extrapallial btw mantle &shell,mantle,http://purl.obolibrary.org/obo/UBERON_0006575,0.6716
extrapallial cavity,abdominopelvic cavity,http://purl.obolibrary.org/obo/UBERON_0035819,0.7042
extreme post. intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.7616
extruded from lake sturgeon,container of an intermittent oxbow lake,http://purl.obolibrary.org/obo/ENVO_00000503,0.5182
eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,1.0000
eye (anterior chamber),anterior chamber of eyeball,http://purl.obolibrary.org/obo/UBERON_0001766,0.9038
eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,1.0000
anterior chamber,anterior chamber epithelium,http://purl.obolibrary.org/obo/UBERON_0005638,0.7941
eye- anterior chamber,anterior chamber of eyeball,http://purl.obolibrary.org/obo/UBERON_0001766,0.9221
eyeball,eye,http://purl.obolibrary.org/obo/UBERON_0000970,0.7985
eyeball cysts,eyelid epithelium,http://purl.obolibrary.org/obo/UBERON_0035034,0.6320
eye ball region,surface of eyeball,http://purl.obolibrary.org/obo/UBERON_0022288,0.7476
eye capsule,capsule of lens,http://purl.obolibrary.org/obo/UBERON_0001804,0.7655
eye cavity,tooth cavity,http://purl.obolibrary.org/obo/UBERON_0002487,0.7718
eye (cysts),eye epithelium,http://purl.obolibrary.org/obo/UBERON_0015808,0.6753
eye epithelium,eye epithelium,http://purl.obolibrary.org/obo/UBERON_0015808,1.0000
eye (external body wash),external nose,http://purl.obolibrary.org/obo/UBERON_0007827,0.5510
eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,1.0000
fins,fin,http://purl.obolibrary.org/obo/UBERON_0008897,0.7284
